texto,categoria
"Quería pedirte un tutorial rápido sobre cómo funciona todo esto, porque es la primera vez que lo uso.",fuera_dominio
Perfecto.,fuera_dominio
"Necesito hacerme un mapa mental del entorno antes de avanzar, ¿podrías describirme el sitio completo?",descripcion_escena
¿En qué parte del entorno está la botella?,localizacion_objeto
"Lista lo que tengo en un radio corto, por favor.",objetos_cercanos
"Hazme, por favor, un análisis breve de los pros y contras de vivir en el campo frente a la ciudad.",fuera_dominio
Háblame de lo que tengo delante.,detalle_objeto
"Llevo un rato buscando y no consigo dar con ello, ¿me puedes decir dónde está exactamente la planta?",localizacion_objeto
"Por favor, dame instrucciones sobre cómo proceder a partir de aquí.",fuera_dominio
¿Qué tipo de objeto es el reloj y cómo se ve?,detalle_objeto
Me gustaría conocer la posición exacta de lo que mencionaste antes.,localizacion_objeto
Indícame dónde está situado el cuadro en la escena.,localizacion_objeto
"Dame una descripción rápida pero completa de la escena, por favor.",descripcion_escena
¿En qué estado está la palmera? Descríbemelo.,detalle_objeto
"Cuéntame el escenario en términos generales, después iré preguntando detalles.",descripcion_escena
"He oído antes que había la puerta por aquí, ¿podrías confirmarme su ubicación exacta?",localizacion_objeto
¿Me puedes decir dónde se encuentra la espada exactamente?,localizacion_objeto
"Tengo curiosidad por saber qué tengo justo al lado, ¿me puedes listar las cosas más cercanas?",objetos_cercanos
Ir al cañón.,navegacion
"Eh, escucha, ¿puedes repetir lo último que me has dicho? No lo he escuchado bien y necesito que lo vuelvas a decir.",fuera_dominio
"Por favor, ¿qué hay junto a mí aquí?",objetos_cercanos
"Si no es molestia, ¿puedes guiarme paso a paso hasta el sofá? No me oriento bien aquí.",navegacion
Vale.,fuera_dominio
Ubicación de la hoguera.,localizacion_objeto
Detalla la ventana.,detalle_objeto
¿Qué tipo de escena es?,descripcion_escena
Lista los elementos cercanos a mi posición.,objetos_cercanos
"Quiero ir andando hasta eso de la derecha, ¿me dices hacia dónde dirigirme primero?",navegacion
Ubicación de la roca.,localizacion_objeto
¿Qué se ve?,descripcion_escena
"Dame una idea aproximada del escenario, por favor.",descripcion_escena
Dime dónde me encuentro.,descripcion_escena
Necesito conocer el color y la forma de la alfombra.,detalle_objeto
¿Cómo se ve la mesa?,detalle_objeto
Hazme una descripción del lugar como si me estuvieras contando un cuento.,descripcion_escena
"Descríbeme el entorno con calma, tengo tiempo.",descripcion_escena
Cuéntame los detalles visuales de lo que está ahí.,detalle_objeto
Háblame del ambiente.,descripcion_escena
"Antes de hacer nada más, necesito que me confirmes la ubicación de lo que mencionaste antes en el escenario.",localizacion_objeto
Resume todo lo que tengo a la vista en una descripción breve.,descripcion_escena
Cuéntame en qué tipo de sitio me has metido esta vez.,descripcion_escena
"Si te tomas un momento, describe la caja a fondo: aspecto, color, material, todo lo visible.",detalle_objeto
¿Me harías el favor de pintar con palabras la escena en la que estoy?,descripcion_escena
Quería que me hablaras un poco sobre el mercado de criptomonedas y si crees que es una buena inversión a largo plazo.,fuera_dominio
"Quería saber qué tengo cerca antes de decidir, ¿podrías listármelo?",objetos_cercanos
Enumera lo cercano.,objetos_cercanos
"Describe lo que hay enfrente con cierta profundidad, por favor.",detalle_objeto
"Acompáñame hasta la hoguera, indícame la dirección.",navegacion
¿Qué tipo de objeto es la hoguera y cómo se ve?,detalle_objeto
Sólo dime los nombres de las cosas próximas.,objetos_cercanos
Lista lo próximo.,objetos_cercanos
¿Cómo es lo que hay enfrente físicamente? Dame todos los detalles.,detalle_objeto
"A ver, ese eso de la izquierda del que has hablado antes, ¿puedes describírmelo con más detalle, por favor?",detalle_objeto
Te quiero.,fuera_dominio
¿Puedes guiarme hacia la silla?,navegacion
"Imagina que soy un visitante extranjero que nunca ha estado aquí, ¿cómo me describirías la escena?",descripcion_escena
"Antes de avanzar, ¿podrías decirme en qué punto del escenario está ese elemento?",localizacion_objeto
"Acompáñame hasta ese item, indícame la dirección.",navegacion
"Necesito que me ayudes a redactar un correo formal para pedir vacaciones a mi jefe, ¿podrías echarme una mano?",fuera_dominio
"Quiero hacerme una idea mental del lugar, ¿me lo describes?",descripcion_escena
"Tengo curiosidad por saber cómo es este sitio, ¿te importaría darme una descripción narrativa de lo que ves?",descripcion_escena
"Si pudieras llevarme hasta la estantería con indicaciones paso a paso, te lo agradecería mucho.",navegacion
¿Qué cosas hay próximas a mi ubicación?,objetos_cercanos
"Por favor, dime cuáles son los principales partidos políticos de España y qué ideología defiende cada uno.",fuera_dominio
¿Qué libro me recomiendas para leer este verano?,fuera_dominio
"Quiero desplazarme hasta la mesa, ¿me ayudas?",navegacion
"Háblame del aspecto, color y forma de la ventana, por favor.",detalle_objeto
"Quiero los nombres de lo cercano, nada más.",objetos_cercanos
Dame el contexto.,descripcion_escena
"Indícame los objetos próximos, sin describirlos.",objetos_cercanos
"Tengo que ir a lo que está ahí pero no sé por dónde tirar, ¿puedes guiarme con detalle?",navegacion
Dime cómo es el barril.,detalle_objeto
Pausa.,fuera_dominio
Para empezar quería pedirte una cosa: que me cuentes con tus palabras cómo es el sitio en el que me encuentro.,descripcion_escena
"Por favor, condúceme hasta la caja paso a paso.",navegacion
Dime objetos en mi vecindad inmediata.,objetos_cercanos
"Si no te importa, guíame hasta la ventana con calma, paso a paso, sin prisa.",navegacion
"Indica el camino para alcanzar lo que mencionaste antes, por favor.",navegacion
Camino hasta el reloj.,navegacion
¿Qué hay junto a mí que pueda ser útil?,objetos_cercanos
¿Cómo describirías el sitio?,descripcion_escena
Llévame a la botella.,navegacion
Cuéntame un chiste.,fuera_dominio
Dame instrucciones para llegar al reloj.,navegacion
"Dame contexto sobre el lugar, sin entrar en cada objeto.",descripcion_escena
Guíame hasta lo que está ahí.,navegacion
¿En qué estado está el espejo? Descríbemelo.,detalle_objeto
"Mira, lo único que necesito ahora es saber qué hay cerca de mí, una lista rápida me basta.",objetos_cercanos
"Cuéntame cómo es el cañón con detalle, no me importa que sea largo.",detalle_objeto
¿Me puedes decir dónde se encuentra la ventana exactamente?,localizacion_objeto
¿Qué tengo al lado?,objetos_cercanos
"Dirígeme paso a paso hasta el espejo, por favor.",navegacion
¿Sabrías indicarme dónde se encuentra la silla desde mi posición actual?,localizacion_objeto
"Por favor, sin describirlas, solo enuméramelas: ¿qué cosas tengo cerca de mí ahora mismo?",objetos_cercanos
Cuéntame el contexto del lugar como si yo no pudiera verlo.,descripcion_escena
"Es importante para mí ubicar el barril, ¿podrías decirme su posición exacta dentro de la escena?",localizacion_objeto
"Si no te importa, hazme un resumen de la trama de El Quijote, para refrescar la memoria, que la tengo oxidada.",fuera_dominio
"Por favor, indícame el camino para llegar a eso de la izquierda con todo el detalle que puedas.",navegacion
"Antes de tomar ninguna decisión sobre por dónde ir, ¿podrías describirme cómo es la escena en su conjunto?",descripcion_escena
¿Qué tiempo hace hoy?,fuera_dominio
"Por favor, condúceme hasta ese item paso a paso.",navegacion
"Por favor, descríbeme la roca con todo el detalle visual que puedas, color, forma, textura, todo.",detalle_objeto
"Háblame del aspecto, color y forma del cañón, por favor.",detalle_objeto
¿Qué objetos están cerca?,objetos_cercanos
¿Me puedes detallar el aspecto y características de la botella?,detalle_objeto
"Por favor, descríbeme el contexto visual del lugar.",descripcion_escena
¿Cuál es la misión?,fuera_dominio
Necesito una enumeración corta de las cosas cercanas.,objetos_cercanos
¿Cuál es el objetivo?,fuera_dominio
"Lista los objetos a mi alcance, sin contar los lejanos.",objetos_cercanos
Buenas.,fuera_dominio
Descríbeme el entorno con cierto detalle pero sin abrumarme.,descripcion_escena
"Me gustaría una descripción narrativa del entorno, por favor.",descripcion_escena
"Descríbeme el lugar a grandes rasgos, por favor, sin perderte en cada objeto.",descripcion_escena
"Si fueras tan amable, me gustaría que me dieras una descripción narrativa y completa del escenario.",descripcion_escena
¿Hay otros niveles?,fuera_dominio
¿Me puedes guiar hasta lo que hay enfrente?,navegacion
"Dime los elementos próximos a mí, por favor.",objetos_cercanos
¿Cómo describirías el sitio a grandes rasgos?,descripcion_escena
"Por favor, indícame la ubicación del cofre con precisión.",localizacion_objeto
Detalla la espada.,detalle_objeto
¿Podrías darme una visión general de lo que hay aquí?,descripcion_escena
"¿Podrías decirme qué hay cerca, en un radio corto?",objetos_cercanos
Muchas gracias.,fuera_dominio
"Si pudieras tomarte tu tiempo y hacerme una descripción general bonita y narrativa del lugar, te lo agradecería.",descripcion_escena
Cuéntame los detalles visuales de la palmera.,detalle_objeto
"Necesito que me expliques cómo cambiar la velocidad a la que me hablas, me cuesta seguirte cuando vas tan rápido.",fuera_dominio
"Por favor, indícame dónde se encuentra la lámpara y, si puedes, dame también la distancia aproximada.",localizacion_objeto
"Cuéntame cómo es lo que está ahí con detalle, no me importa que sea largo.",detalle_objeto
¿Para qué sirve esto?,fuera_dominio
Dame contexto del lugar.,descripcion_escena
Dime lo cercano.,objetos_cercanos
Quiero ir hacia la mesa pero antes de moverme necesito que me digas en qué dirección queda.,localizacion_objeto
Háblame sobre la teoría de la relatividad de Einstein.,fuera_dominio
"Por favor, dame una descripción rica y detallada del espejo.",detalle_objeto
¿Puedo cambiar la velocidad de la voz?,fuera_dominio
Hasta luego.,fuera_dominio
¿Podrías describirme la botella como si yo no pudiera verlo?,detalle_objeto
¿A qué distancia y en qué dirección queda lo que está ahí?,localizacion_objeto
"Antes de nada, ponme en situación con una descripción amplia del sitio.",descripcion_escena
"Descríbeme el conjunto, no objeto a objeto.",descripcion_escena
¿Cómo estás?,fuera_dominio
"Antes de empezar a hacer preguntas concretas, ¿me haces el favor de describirme el entorno completo?",descripcion_escena
Dame instrucciones para llegar a la mesa.,navegacion
"Llevo aquí un rato y no sé muy bien qué se supone que tengo que hacer, ¿me explicas cuál es el objetivo de la experiencia?",fuera_dominio
Dime qué tengo a corto alcance.,objetos_cercanos
A ver si me ayudas con esto: necesito saber en qué parte de la escena se encuentra la roca respecto a mí.,localizacion_objeto
¿Puedes localizar ese objeto?,localizacion_objeto
Traduce 'hola' al alemán.,fuera_dominio
Dime los elementos accesibles desde donde estoy.,objetos_cercanos
¿Hacia dónde tengo que ir para llegar a lo que está ahí?,navegacion
"Detállame el color, la forma y el material del cuadro.",detalle_objeto
Quería preguntarte si existe la opción de pausar la experiencia y reanudarla luego sin perder el progreso.,fuera_dominio
"Háblame del aspecto general del entorno, por favor.",descripcion_escena
"Por favor, dime en qué dirección queda lo que está ahí desde donde estoy.",localizacion_objeto
"Acompáñame hasta esa cosa, indícame la dirección.",navegacion
¿Qué es la fotosíntesis?,fuera_dominio
Descríbeme la hoguera.,detalle_objeto
Dime una receta de tortilla.,fuera_dominio
¿Hacia dónde tengo que ir para llegar a la silla?,navegacion
"Me gustaría que me explicaras la diferencia entre el comunismo y el socialismo, si tienes tiempo para hacerlo.",fuera_dominio
¿Podrías describirme el espejo como si yo no pudiera verlo?,detalle_objeto
"Necesitaría llegar al reloj, ¿me das indicaciones bien claras para hacerlo?",navegacion
"Hazme una descripción visual general, como si fueras un guía.",descripcion_escena
¿Qué hay a mi alrededor?,objetos_cercanos
¿Cómo se ve la espada?,detalle_objeto
"Si pudieras explicarme con calma qué se espera de mí en este punto de la experiencia, me ayudarías mucho.",fuera_dominio
"Voy a necesitar que me describas el lugar con un poco de detalle, así me oriento mejor para lo que viene.",descripcion_escena
"Quisiera hacerme una imagen mental, ¿me describes el entorno?",descripcion_escena
¿Cómo llego a la puerta?,navegacion
Ubicación de ese item.,localizacion_objeto
"Quiero saber dónde se halla la botella, por favor.",localizacion_objeto
"Hazme una descripción detallada del espejo, por favor.",detalle_objeto
¿Hacia dónde tendría que mirar para ver eso de la derecha?,localizacion_objeto
"Por favor, indícame dónde se encuentra la puerta en este preciso instante en relación a donde estoy.",localizacion_objeto
"Dime las cosas cercanas, en un radio de pocos pasos.",objetos_cercanos
Quisiera una descripción general antes de empezar a explorar.,descripcion_escena
"Dirígeme paso a paso hasta la roca, por favor.",navegacion
Háblame del escenario.,descripcion_escena
"Eh, espera, ¿me puedes localizar ese elemento primero? Quiero saber dónde está antes de hacer otra cosa.",localizacion_objeto
¿Podrías describirme ese item como si yo no pudiera verlo?,detalle_objeto
Cuéntame qué tipo de entorno es este y qué objetos contiene.,descripcion_escena
Cómo voy a la silla.,navegacion
Cuéntame sobre la ventana.,detalle_objeto
¿Qué cosas próximas tengo ahora mismo?,objetos_cercanos
¿Hacia dónde tengo que ir para llegar a ese elemento?,navegacion
"Necesito desplazarme hasta donde está el cofre y me cuesta orientarme, ¿podrías guiarme?",navegacion
"Necesito que me indiques con detalle el camino hasta lo que está ahí, dirección por dirección, despacito.",navegacion
"Necesito saber la ubicación del reloj, ¿puedes decírmela?",localizacion_objeto
"Antes de ponerme a buscar nada en particular, prefiero que me sitúes describiéndome el entorno con calma.",descripcion_escena
Recomiéndame una película.,fuera_dominio
"Describe la alfombra con cierta profundidad, por favor.",detalle_objeto
Indícame dónde está situado la puerta en la escena.,localizacion_objeto
¿Qué aspecto tiene la botella?,detalle_objeto
Dime cómo moverme para alcanzar la puerta.,navegacion
"Antes de hacer nada más, ¿podrías subir un poco el volumen de tu voz? Te oigo bastante bajito.",fuera_dominio
"Necesito una descripción muy precisa de la roca, no escatimes en detalles, por favor.",detalle_objeto
Dame un consejo para dormir mejor por la noche.,fuera_dominio
"Antes de moverme, quería pedirte instrucciones precisas para llegar a la espada.",navegacion
"Tengo que llegar al barril y me cuesta orientarme, ¿me guías hasta allí?",navegacion
"Por favor, hazme una receta detallada paso a paso de cómo hacer un buen bizcocho casero de limón.",fuera_dominio
¿Cómo es el escenario? Hazme un resumen visual.,descripcion_escena
Busca la roca.,localizacion_objeto
"Dime las cosas que tengo cerca, sin entrar en detalle.",objetos_cercanos
¿Podrías indicarme la ruta hasta lo que tengo delante?,navegacion
¿Qué objetos podría tocar sin moverme de aquí?,objetos_cercanos
¿Cómo es esto?,descripcion_escena
"Perdona, ¿podrías indicarme la ubicación exacta de lo que está ahí? Necesito saberlo antes de seguir explorando.",localizacion_objeto
¿Qué objetos tengo cerca de mi posición actual?,objetos_cercanos
Estoy intentando orientarme y necesito saber con la mayor precisión posible dónde se encuentra el libro en este momento.,localizacion_objeto
"Por favor, recomiéndame películas de los noventa que merezcan la pena, tengo ganas de ver algo bueno y antiguo.",fuera_dominio
Localiza para mí la ventana y dime dónde está.,localizacion_objeto
"Quería preguntarte si me podrías hacer una descripción ambiental del lugar, despacio.",descripcion_escena
"Por favor, cuéntame brevemente qué objetos están junto a mí.",objetos_cercanos
Indícame qué cosas tengo en un entorno inmediato a mí.,objetos_cercanos
¿A qué distancia y en qué dirección queda ese item?,localizacion_objeto
Cómo voy a la alfombra.,navegacion
"Por favor, dame una descripción rica y detallada del cañón.",detalle_objeto
Condúceme al cofre.,navegacion
"Háblame de la escena, quiero hacerme una imagen mental.",descripcion_escena
¿Cómo puedo subir el volumen del asistente?,fuera_dominio
Busca esa cosa.,localizacion_objeto
Localiza el sofá.,localizacion_objeto
"Enumera, por favor, los objetos en mi entorno cercano.",objetos_cercanos
¿Hay alguna pista?,fuera_dominio
"Si me haces el favor de listar lo que hay cerca, sin más, perfecto.",objetos_cercanos
"Dime la posición del espejo, necesito orientarme.",localizacion_objeto
"Cuéntame el aspecto general del escenario, qué tipo de sitio es y qué se aprecia.",descripcion_escena
"Quisiera una descripción concreta de ese elemento, por favor.",detalle_objeto
¿Podrías describirme el barril como si yo no pudiera verlo?,detalle_objeto
"Detállame el color, la forma y el material de la planta.",detalle_objeto
Descríbeme el cofre.,detalle_objeto
"Dime cómo es este espacio, qué hay y qué ambiente transmite.",descripcion_escena
¿Cómo es lo que está ahí?,detalle_objeto
Dime cómo es visualmente todo lo que tengo delante.,descripcion_escena
Háblame de la historia del imperio romano.,fuera_dominio
Cuéntame sobre el cofre.,detalle_objeto
¿Dónde está eso de la izquierda?,localizacion_objeto
¿Hay algo cerca?,objetos_cercanos
¿Cómo puedo llegar a la ventana desde donde estoy?,navegacion
"Dirígeme paso a paso hasta la hoguera, por favor.",navegacion
Estoy explorando un escenario nuevo y me ayudaría muchísimo que me hicieras una descripción general inicial.,descripcion_escena
Cuéntame con precisión cómo se ve la ventana desde mi punto de vista.,detalle_objeto
"Llevo un rato aquí pero todavía no me ha quedado claro cómo es el entorno, ¿podrías describírmelo en general?",descripcion_escena
¿Sabes dónde puedo encontrar el espejo ahora mismo?,localizacion_objeto
¿Cuál es tu opinión sobre la inteligencia artificial?,fuera_dominio
"Necesito ir a lo que está ahí, ¿me indicas cómo?",navegacion
"Por favor, indícame la ubicación del reloj con precisión.",localizacion_objeto
"Hazme una descripción global, no quiero detalles concretos todavía.",descripcion_escena
Acércame al libro.,navegacion
¿Cómo describirías la escena a alguien que entra por primera vez?,descripcion_escena
"Necesito una lista rápida de los objetos cercanos, sin descripciones por favor.",objetos_cercanos
"Por favor, dime qué objetos puedo encontrar cerca de mí.",objetos_cercanos
Dirígeme al espejo.,navegacion
¿Cómo es el libro?,detalle_objeto
¿Qué tipo de objeto es el barril y cómo se ve?,detalle_objeto
¿Algo a mi lado?,objetos_cercanos
Detalla eso de la derecha.,detalle_objeto
"Me gustaría saber qué comandos de voz puedo usar contigo, ¿hay una lista de cosas que puedo preguntar?",fuera_dominio
"Quiero acercarme a ese objeto, ¿me guías?",navegacion
"Por favor, descríbeme la mesa con todo lujo de detalles.",detalle_objeto
Quiero ir a la palmera.,navegacion
"Quiero saber qué pinta tiene la lámpara, descríbemelo.",detalle_objeto
"Si no te importa, ¿me dices dónde está el cofre? Estoy intentando hacerme un mapa mental del sitio.",localizacion_objeto
¿Qué cosas están próximas a mi posición?,objetos_cercanos
Pinta el cuadro con palabras: ¿cómo es lo que hay alrededor?,descripcion_escena
Encuentra el espejo.,localizacion_objeto
Indícame el camino para llegar a la botella.,navegacion
"Cuéntame cómo es lo que está ahí en detalle: forma, color, textura, lo que veas, no me importa que te extiendas.",detalle_objeto
"Si tuvieras que resumirme la escena para alguien que llega de nuevas, ¿cómo lo harías?",descripcion_escena
¿Qué tengo a mi alrededor?,descripcion_escena
Dime las tablas de multiplicar.,fuera_dominio
"Si pudieras decirme qué hay justo a mi alrededor, podría decidir mejor por dónde tirar.",objetos_cercanos
Indícame el camino para llegar a la puerta.,navegacion
¿Qué tengo cerca?,objetos_cercanos
"Necesitaría que me dieras una descripción detallada pero a grandes rasgos del entorno, sin centrarte en objetos concretos.",descripcion_escena
¿Cómo es la ventana?,detalle_objeto
Ir a la mesa.,navegacion
"Antes de moverme, necesito saber qué objetos tengo cerca, ¿me los puedes enumerar sin entrar en detalle de cada uno?",objetos_cercanos
Describe lo que ves alrededor.,descripcion_escena
Ayuda.,fuera_dominio
¿Cómo continúo?,fuera_dominio
¿Dónde está la silla?,localizacion_objeto
"Explícame las reglas básicas, por favor.",fuera_dominio
Marca el camino para que llegue a ese objeto.,navegacion
¿Cómo describirías el cofre? Quiero hacerme una idea precisa.,detalle_objeto
Dame una descripción minuciosa de lo que está ahí.,detalle_objeto
Dime qué objetos puedo encontrar a poca distancia de mí.,objetos_cercanos
Dime cómo es la estantería.,detalle_objeto
Cuéntame qué se ve desde mi posición actual.,descripcion_escena
"Quería preguntarte por eso de la derecha, ¿podrías describírmelo con todo el detalle que puedas captar?",detalle_objeto
"Por favor, indícame la ubicación del reloj con precisión.",localizacion_objeto
Cuéntame una historia.,fuera_dominio
Dime los objetos próximos sin describirlos.,objetos_cercanos
"Indícame, si puedes, dónde está la ventana en relación a mi posición.",localizacion_objeto
"Si fueras tan amable, me gustaría que me dieras instrucciones detalladas para llegar a eso de la derecha desde mi posición.",navegacion
Ubicación del cañón.,localizacion_objeto
¿Qué aspecto tiene la alfombra?,detalle_objeto
Lista objetos cercanos.,objetos_cercanos
¿Podrías describirme la planta como si yo no pudiera verlo?,detalle_objeto
Lista los elementos accesibles desde mi posición.,objetos_cercanos
Recomiéndame algún ejercicio para hacer en casa.,fuera_dominio
Detalla el cuadro.,detalle_objeto
"Quiero saber qué pinta tiene la roca, descríbemelo.",detalle_objeto
"Lista lo que hay cerca, no me interesa lo lejano.",objetos_cercanos
¿Qué tengo al alcance?,objetos_cercanos
¿Qué objetos tengo cerca?,objetos_cercanos
Ubicación del libro.,localizacion_objeto
"Enumérame, por favor, los elementos cercanos.",objetos_cercanos
Indícame el camino para llegar al barril.,navegacion
"¿Qué hay cerca? Solo nombres, sin descripción.",objetos_cercanos
¿Cómo se guarda el progreso?,fuera_dominio
Cuéntame sobre el cuadro.,detalle_objeto
"Por favor, condúceme hacia el espejo indicándome la dirección correcta en cada momento.",navegacion
"Quería pedirte la ubicación concreta de la caja, sin más detalles, simplemente dónde se encuentra.",localizacion_objeto
¿Qué estoy viendo?,descripcion_escena
"Quería preguntarte si me podrías ayudar a planear un viaje a Tailandia para el mes que viene, con un presupuesto ajustado.",fuera_dominio
"Necesitaría que me hagas una lista de los objetos que tengo cerca, no me interesan los que están lejos.",objetos_cercanos
"Háblame del aspecto, color y forma de la caja, por favor.",detalle_objeto
"¿Podrías detallarme la espada? Necesito saber colores, materiales, estado de conservación, todo.",detalle_objeto
"Necesito una ubicación clara de la mesa, lo más exacta posible, en relación a mi posición.",localizacion_objeto
"Si tuviera que imaginarme la escena, ¿cómo me la describirías?",descripcion_escena
"Cuéntame cómo es el escenario, atmósfera incluida.",descripcion_escena
"Por favor, dime qué objetos hay a mi alrededor, los que estén próximos a mi posición actual.",objetos_cercanos
Ir al libro.,navegacion
¿En qué lado de la escena se encuentra eso de la izquierda?,localizacion_objeto
"Describe eso de la derecha con cierta profundidad, por favor.",detalle_objeto
"Necesito orientarme: descríbeme el sitio en su conjunto, por favor.",descripcion_escena
¿Cómo activo el modo de alto contraste?,fuera_dominio
¿Qué tengo accesible?,objetos_cercanos
Localiza para mí lo que mencionaste antes y dime dónde está.,localizacion_objeto
"Necesito saber qué tengo cerca, ¿me lo dices?",objetos_cercanos
¿Qué cosas tengo a poca distancia de mi posición?,objetos_cercanos
"Eh, ¿te importa describirme la botella con detalle? No me ha quedado claro cómo era.",detalle_objeto
"Por favor, dame la ubicación de la puerta con el mayor detalle posible, sin describirlo, solo dónde está.",localizacion_objeto
"Antes de cualquier otra cosa, necesito llegar a la alfombra, ¿me ayudas a desplazarme hasta allí?",navegacion
"Quería pedirte que me enumeraras los objetos que tengo cerca, en mi entorno inmediato, sin más detalles.",objetos_cercanos
"Necesito una pista clara sobre la ubicación de lo que mencionaste antes, ¿me la puedes dar?",localizacion_objeto
"Si fueras tan amable, condúceme hacia lo que mencionaste antes con indicaciones precisas.",navegacion
"Cuéntame, si puedes, los principales acontecimientos de la guerra civil española, sus causas y sus consecuencias.",fuera_dominio
Ubicación de la silla.,localizacion_objeto
Marca el camino para que llegue al cañón.,navegacion
Cuéntame el ambiente general.,descripcion_escena
¿Me puedes listar lo que tengo al alcance de la mano?,objetos_cercanos
"Te agradezco mucho si me puedes describir el sitio en general, no necesito que me cuentes cada objeto.",descripcion_escena
"Quiero localizar el sofá, ¿en qué dirección está?",localizacion_objeto
"Eh, espera un momento, necesito orientarme primero: ¿cómo es este lugar en términos generales?",descripcion_escena
"Tengo curiosidad por saber exactamente cómo es el cañón, ¿podrías hacerme una descripción exhaustiva?",detalle_objeto
"Enumera lo cercano, por favor, sin describir.",objetos_cercanos
Describe el escenario.,descripcion_escena
¿Qué cosas tengo en mi entorno inmediato?,objetos_cercanos
¿Cómo es la botella?,detalle_objeto
¿Dónde está el sofá?,localizacion_objeto
"A ver, necesito moverme hacia la botella, ¿me vas diciendo qué dirección tomar?",navegacion
¿Hacia dónde tendría que mirar para ver la botella?,localizacion_objeto
Condúceme a lo que hay enfrente.,navegacion
Necesito que me lleves a la posición del cuadro.,navegacion
"Háblame del ambiente: ¿es interior, exterior, qué tipo de sitio?",descripcion_escena
"Descripción visual, por favor.",descripcion_escena
¿Me puedes decir qué hay a mi vera?,objetos_cercanos
"Antes de hacer otra cosa, quiero llegar a eso de la derecha, ¿me puedes ir guiando con indicaciones claras?",navegacion
"Por favor, ¿podrías repetirme las instrucciones del principio? Se me han olvidado y necesito refrescarlas.",fuera_dominio
"Mira, voy a necesitar la ubicación de la puerta para poder seguir, ¿puedes dármela con claridad?",localizacion_objeto
Necesito una primera descripción global antes de explorar más a fondo.,descripcion_escena
"Por favor, lista los objetos a mi alcance.",objetos_cercanos
"Por favor, sin moverme yo, ¿puedes indicarme la ubicación del sofá en la escena?",localizacion_objeto
Necesito que me digas dónde está eso de la izquierda en el escenario.,localizacion_objeto
"Descríbeme la escena, intenta no dejarte nada importante.",descripcion_escena
Necesito ayuda.,fuera_dominio
¿Cuánto tiempo me queda para terminar este nivel?,fuera_dominio
Condúceme a ese elemento.,navegacion
¿Qué objetos puedo alcanzar sin moverme del sitio?,objetos_cercanos
¿Puedes repetir lo último que has dicho?,fuera_dominio
Cómo voy a la estantería.,navegacion
"Háblame del aspecto, color y forma de lo que está ahí, por favor.",detalle_objeto
"Si fueras tan amable de indicarme qué objetos están en mi vecindad inmediata, te lo agradecería.",objetos_cercanos
Posición de la ventana.,localizacion_objeto
"Necesito una vista de pájaro del entorno, descríbemela.",descripcion_escena
"Hazme el favor de describir eso de la derecha con la mayor minuciosidad posible, quiero apreciarlo bien.",detalle_objeto
Enumérame los objetos que están cerca de mí ahora mismo.,objetos_cercanos
¿Qué tengo a la mano sin tener que desplazarme?,objetos_cercanos
Marca el camino para que llegue a ese item.,navegacion
¿Dónde estoy?,descripcion_escena
"Para no perder tiempo recorriendo todo el sitio, ¿me dices qué cosas tengo justo aquí?",objetos_cercanos
"Quería pedirte una descripción minuciosa de la estantería, como si me lo estuvieras enseñando físicamente.",detalle_objeto
Resuelve esta ecuación de segundo grado por mí.,fuera_dominio
Estoy intentando hacerme una idea del lugar y agradecería una descripción general bien hecha.,descripcion_escena
Dime cómo es la puerta.,detalle_objeto
¿Sabes dónde puedo encontrar el espejo ahora mismo?,localizacion_objeto
Cuéntame sobre la mesa.,detalle_objeto
"Acabo de llegar y no termino de hacerme una idea del sitio, ¿me lo puedes describir con calma, por favor?",descripcion_escena
¿Qué hay próximo a mí?,objetos_cercanos
Dame una visión panorámica de lo que hay alrededor.,descripcion_escena
Indícame los elementos próximos a mi posición.,objetos_cercanos
¿Qué opinas del cambio climático?,fuera_dominio
"Me gustaría que me hicieras una descripción muy detallada de eso de la izquierda: color, material, forma, tamaño, todo lo que se pueda apreciar.",detalle_objeto
Necesito que me lleves a la posición de esa cosa.,navegacion
Adiós.,fuera_dominio
¿Cuáles son los objetos más cercanos a mí ahora?,objetos_cercanos
"Necesito que me guíes paso a paso hasta la estantería, porque no consigo llegar por mi cuenta, ¿me ayudas con eso?",navegacion
"Por favor, dame una descripción detallada y narrativa del sofá, no solo características sueltas.",detalle_objeto
¿Cómo se ve lo que está ahí?,detalle_objeto
Posición de la caja.,localizacion_objeto
"No me hago a la idea del lugar, ¿podrías ser un poco más descriptivo y contarme con calma cómo es todo?",descripcion_escena
"Quiero desplazarme hasta la planta, ¿me ayudas?",navegacion
Cuéntame sobre la alfombra.,detalle_objeto
¿Qué aspecto tiene la caja?,detalle_objeto
"Si fueras tan amable, me gustaría escuchar una descripción completa y detallada de eso de la derecha.",detalle_objeto
Me interesa conocer todos los detalles del reloj.,detalle_objeto
"Necesito ayuda, no sé por dónde seguir.",fuera_dominio
"No tengo claro cómo continuar a partir de aquí, ¿podrías darme una pista de qué se espera que haga?",fuera_dominio
¿Qué objetos hay alrededor de mi posición actual?,objetos_cercanos
¿Puedo descansar?,fuera_dominio
Marca el camino para que llegue a la lámpara.,navegacion
"Describe el estado y aspecto de lo que hay enfrente, por favor.",detalle_objeto
"Dime las cosas cercanas en una frase, por favor.",objetos_cercanos
Encuentra la botella.,localizacion_objeto
